CMDLINE python3 Phase1-InitialTrain.py
MEM 1.273438 1595426909.7755
MEM 15.230469 1595426909.8760
MEM 20.906250 1595426909.9766
MEM 34.750000 1595426910.0772
MEM 46.324219 1595426910.1783
MEM 53.699219 1595426910.2786
MEM 58.570312 1595426910.3790
MEM 59.582031 1595426910.4797
MEM 61.011719 1595426910.5800
MEM 65.406250 1595426910.6805
MEM 70.371094 1595426910.7810
MEM 74.839844 1595426910.8813
MEM 80.976562 1595426910.9818
MEM 84.746094 1595426911.0824
MEM 88.921875 1595426911.1831
MEM 91.851562 1595426911.2835
MEM 93.597656 1595426911.3844
MEM 96.398438 1595426911.4848
MEM 115.636719 1595426911.5852
MEM 124.207031 1595426911.6856
MEM 130.718750 1595426911.7862
MEM 135.617188 1595426911.8868
MEM 135.617188 1595426911.9874
MEM 135.617188 1595426912.0881
MEM 135.617188 1595426912.1887
MEM 135.617188 1595426912.2889
MEM 135.617188 1595426912.3894
MEM 135.617188 1595426912.4900
MEM 135.617188 1595426912.5911
MEM 135.617188 1595426912.6917
MEM 135.617188 1595426912.7920
MEM 135.617188 1595426912.8925
MEM 141.808594 1595426912.9931
MEM 142.066406 1595426913.0937
MEM 142.066406 1595426913.1943
MEM 142.066406 1595426913.2950
MEM 142.066406 1595426913.3960
MEM 142.066406 1595426913.4963
MEM 142.066406 1595426913.5968
MEM 142.582031 1595426913.6974
MEM 142.582031 1595426913.7980
MEM 142.582031 1595426913.8986
MEM 142.582031 1595426913.9993
MEM 142.582031 1595426914.0999
MEM 142.582031 1595426914.2004
MEM 147.414062 1595426914.3010
MEM 147.414062 1595426914.4016
MEM 147.414062 1595426914.5023
MEM 147.414062 1595426914.6034
MEM 147.414062 1595426914.7038
MEM 147.414062 1595426914.8041
MEM 147.414062 1595426914.9070
MEM 147.414062 1595426915.0077
MEM 147.414062 1595426915.1082
MEM 147.414062 1595426915.2089
MEM 147.414062 1595426915.3096
MEM 147.414062 1595426915.4103
MEM 147.414062 1595426915.5109
MEM 152.437500 1595426915.6114
MEM 152.437500 1595426915.7126
MEM 152.437500 1595426915.8130
MEM 152.437500 1595426915.9136
MEM 152.437500 1595426916.0140
MEM 152.437500 1595426916.1146
MEM 152.437500 1595426916.2151
MEM 152.437500 1595426916.3157
MEM 152.437500 1595426916.4163
MEM 152.437500 1595426916.5169
MEM 152.437500 1595426916.6175
MEM 155.464844 1595426916.7181
MEM 157.269531 1595426916.8193
MEM 157.269531 1595426916.9199
MEM 157.269531 1595426917.0205
MEM 157.269531 1595426917.1211
MEM 157.269531 1595426917.2217
MEM 157.269531 1595426917.3223
MEM 157.269531 1595426917.4230
MEM 157.269531 1595426917.5236
MEM 157.269531 1595426917.6242
MEM 157.269531 1595426917.7246
MEM 157.269531 1595426917.8249
MEM 157.269531 1595426917.9255
MEM 162.292969 1595426918.0261
MEM 162.292969 1595426918.1267
MEM 162.292969 1595426918.2273
MEM 162.292969 1595426918.3280
MEM 162.292969 1595426918.4285
MEM 162.292969 1595426918.5292
MEM 162.292969 1595426918.6302
MEM 162.292969 1595426918.7307
MEM 162.292969 1595426918.8310
MEM 162.292969 1595426918.9316
MEM 162.292969 1595426919.0323
MEM 162.292969 1595426919.1329
MEM 167.058594 1595426919.2340
MEM 167.058594 1595426919.3346
MEM 167.058594 1595426919.4352
MEM 167.058594 1595426919.5358
MEM 167.058594 1595426919.6363
MEM 167.058594 1595426919.7367
MEM 167.058594 1595426919.8371
MEM 167.058594 1595426919.9377
MEM 167.058594 1595426920.0407
MEM 167.058594 1595426920.1419
MEM 167.058594 1595426920.2425
MEM 167.058594 1595426920.3432
MEM 167.058594 1595426920.4437
MEM 171.632812 1595426920.5444
MEM 171.632812 1595426920.6450
MEM 171.632812 1595426920.7456
MEM 171.632812 1595426920.8462
MEM 171.632812 1595426920.9468
MEM 171.632812 1595426921.0479
MEM 171.632812 1595426921.1483
MEM 171.632812 1595426921.2487
MEM 171.632812 1595426921.3493
MEM 171.632812 1595426921.4499
MEM 171.632812 1595426921.5510
MEM 174.144531 1595426921.6532
MEM 176.656250 1595426921.7537
MEM 176.656250 1595426921.8543
MEM 176.656250 1595426921.9550
MEM 176.656250 1595426922.0560
MEM 176.656250 1595426922.1566
MEM 176.656250 1595426922.2572
MEM 176.656250 1595426922.3578
MEM 176.656250 1595426922.4584
MEM 176.656250 1595426922.5591
MEM 176.656250 1595426922.6597
MEM 176.656250 1595426922.7599
MEM 176.656250 1595426922.8604
MEM 181.488281 1595426922.9610
MEM 181.488281 1595426923.0616
MEM 181.488281 1595426923.1622
MEM 181.488281 1595426923.2633
MEM 181.488281 1595426923.3639
MEM 181.488281 1595426923.4642
MEM 181.488281 1595426923.5647
MEM 181.488281 1595426923.6653
MEM 181.488281 1595426923.7659
MEM 181.488281 1595426923.8665
MEM 185.488281 1595426923.9691
MEM 186.253906 1595426924.0697
MEM 186.253906 1595426924.1708
MEM 186.253906 1595426924.2714
MEM 186.253906 1595426924.3720
MEM 186.253906 1595426924.4723
MEM 186.253906 1595426924.5728
MEM 186.253906 1595426924.6739
MEM 186.253906 1595426924.7744
MEM 186.253906 1595426924.8751
MEM 186.253906 1595426924.9757
MEM 186.253906 1595426925.0761
MEM 186.253906 1595426925.1785
MEM 191.019531 1595426925.2795
MEM 191.019531 1595426925.3801
MEM 191.019531 1595426925.4804
MEM 191.019531 1595426925.5808
MEM 191.019531 1595426925.6820
MEM 191.019531 1595426925.7825
MEM 191.019531 1595426925.8832
MEM 191.019531 1595426925.9838
MEM 191.019531 1595426926.0841
MEM 191.019531 1595426926.1845
MEM 191.019531 1595426926.2877
MEM 191.019531 1595426926.3882
MEM 195.851562 1595426926.4884
MEM 195.851562 1595426926.5889
MEM 195.851562 1595426926.6896
MEM 195.851562 1595426926.7902
MEM 195.851562 1595426926.8944
MEM 195.851562 1595426926.9948
MEM 195.851562 1595426927.0954
MEM 195.851562 1595426927.1958
MEM 195.851562 1595426927.2962
MEM 195.851562 1595426927.3968
MEM 195.851562 1595426927.4974
MEM 195.851562 1595426927.5980
MEM 195.851562 1595426927.7014
MEM 200.617188 1595426927.8022
MEM 200.617188 1595426927.9033
MEM 200.617188 1595426928.0075
MEM 200.617188 1595426928.1079
MEM 200.617188 1595426928.2085
MEM 200.617188 1595426928.3091
MEM 200.617188 1595426928.4097
MEM 200.617188 1595426928.5103
MEM 200.617188 1595426928.6114
MEM 200.617188 1595426928.7131
MEM 200.617188 1595426928.8136
MEM 200.617188 1595426928.9143
MEM 205.449219 1595426929.0148
MEM 205.449219 1595426929.1155
MEM 205.449219 1595426929.2161
MEM 205.449219 1595426929.3166
MEM 205.449219 1595426929.4169
MEM 205.449219 1595426929.5175
MEM 205.449219 1595426929.6181
MEM 205.449219 1595426929.7190
MEM 205.449219 1595426929.8197
MEM 205.449219 1595426929.9200
MEM 205.449219 1595426930.0205
MEM 210.214844 1595426930.1212
MEM 210.214844 1595426930.2217
MEM 210.214844 1595426930.3244
MEM 210.214844 1595426930.4249
MEM 210.214844 1595426930.5256
MEM 210.214844 1595426930.6261
MEM 210.214844 1595426930.7268
MEM 210.214844 1595426930.8278
MEM 210.214844 1595426930.9283
MEM 210.214844 1595426931.0286
MEM 210.214844 1595426931.1292
MEM 210.214844 1595426931.2329
MEM 214.980469 1595426931.3334
MEM 214.980469 1595426931.4340
MEM 214.980469 1595426931.5346
MEM 214.980469 1595426931.6352
MEM 214.980469 1595426931.7358
MEM 214.980469 1595426931.8365
MEM 214.980469 1595426931.9370
MEM 214.980469 1595426932.0376
MEM 214.980469 1595426932.1383
MEM 214.980469 1595426932.2393
MEM 214.980469 1595426932.3399
MEM 219.812500 1595426932.4403
MEM 219.812500 1595426932.5407
MEM 219.812500 1595426932.6414
MEM 219.812500 1595426932.7419
MEM 219.812500 1595426932.8425
MEM 219.812500 1595426932.9431
MEM 219.812500 1595426933.0437
MEM 219.812500 1595426933.1444
MEM 219.812500 1595426933.2450
MEM 219.812500 1595426933.3456
MEM 219.812500 1595426933.4462
MEM 224.578125 1595426933.5468
MEM 224.578125 1595426933.6479
MEM 224.578125 1595426933.7485
MEM 224.578125 1595426933.8491
MEM 224.578125 1595426933.9497
MEM 224.578125 1595426934.0502
MEM 224.578125 1595426934.1505
MEM 224.578125 1595426934.2511
MEM 224.578125 1595426934.3517
MEM 224.578125 1595426934.4523
MEM 224.578125 1595426934.5531
MEM 224.578125 1595426934.6535
MEM 229.410156 1595426934.7542
MEM 229.410156 1595426934.8548
MEM 229.410156 1595426934.9559
MEM 229.410156 1595426935.0565
MEM 229.410156 1595426935.1568
MEM 229.410156 1595426935.2572
MEM 229.410156 1595426935.3578
MEM 229.410156 1595426935.4608
MEM 229.410156 1595426935.5611
MEM 229.410156 1595426935.6616
MEM 229.410156 1595426935.7622
MEM 229.410156 1595426935.8634
MEM 229.410156 1595426935.9639
MEM 233.984375 1595426936.0644
MEM 233.984375 1595426936.1647
MEM 233.984375 1595426936.2653
MEM 233.984375 1595426936.3659
MEM 233.984375 1595426936.4665
MEM 233.984375 1595426936.5671
MEM 233.984375 1595426936.6678
MEM 233.984375 1595426936.7684
MEM 233.984375 1595426936.8690
MEM 233.984375 1595426936.9696
MEM 239.007812 1595426937.0702
MEM 239.007812 1595426937.1713
MEM 239.007812 1595426937.2717
MEM 239.007812 1595426937.3721
MEM 239.007812 1595426937.4727
MEM 239.007812 1595426937.5733
MEM 239.007812 1595426937.6739
MEM 239.007812 1595426937.7750
MEM 239.007812 1595426937.8756
MEM 239.007812 1595426937.9762
MEM 239.007812 1595426938.0765
MEM 239.007812 1595426938.1769
MEM 243.839844 1595426938.2775
MEM 243.839844 1595426938.3786
MEM 243.839844 1595426938.4793
MEM 243.839844 1595426938.5799
MEM 243.839844 1595426938.6803
MEM 243.839844 1595426938.7807
MEM 243.839844 1595426938.8813
MEM 243.839844 1595426938.9824
MEM 243.839844 1595426939.0830
MEM 243.839844 1595426939.1836
MEM 243.839844 1595426939.2842
MEM 243.839844 1595426939.3844
MEM 248.605469 1595426939.4849
MEM 248.605469 1595426939.5860
MEM 248.605469 1595426939.6867
MEM 248.605469 1595426939.7872
MEM 248.605469 1595426939.8878
MEM 248.605469 1595426939.9886
MEM 248.605469 1595426940.0891
MEM 248.605469 1595426940.1897
MEM 248.605469 1595426940.2903
MEM 248.605469 1595426940.3909
MEM 248.605469 1595426940.4915
MEM 253.437500 1595426940.5930
MEM 253.437500 1595426940.6934
MEM 253.437500 1595426940.7939
MEM 253.437500 1595426940.8945
MEM 253.437500 1595426940.9951
MEM 253.437500 1595426941.0962
MEM 253.437500 1595426941.1965
MEM 253.437500 1595426941.2969
MEM 253.437500 1595426941.3976
MEM 253.437500 1595426941.4983
MEM 253.437500 1595426941.5993
MEM 253.437500 1595426941.6999
MEM 253.437500 1595426941.8002
MEM 258.203125 1595426941.9006
MEM 258.203125 1595426942.0013
MEM 258.203125 1595426942.1019
MEM 258.203125 1595426942.2025
MEM 258.203125 1595426942.3031
MEM 258.203125 1595426942.4041
MEM 258.203125 1595426942.5045
MEM 258.203125 1595426942.6049
MEM 258.203125 1595426942.7055
MEM 258.203125 1595426942.8061
MEM 258.203125 1595426942.9072
MEM 258.203125 1595426943.0078
MEM 262.968750 1595426943.1084
MEM 262.968750 1595426943.2090
MEM 262.968750 1595426943.3097
MEM 262.968750 1595426943.4103
MEM 262.968750 1595426943.5109
MEM 262.968750 1595426943.6115
MEM 262.968750 1595426943.7121
MEM 262.968750 1595426943.8124
MEM 262.968750 1595426943.9128
MEM 262.968750 1595426944.0134
MEM 262.968750 1595426944.1141
MEM 262.968750 1595426944.2147
MEM 267.800781 1595426944.3151
MEM 267.800781 1595426944.4159
MEM 267.800781 1595426944.5165
MEM 267.800781 1595426944.6171
MEM 267.800781 1595426944.7178
MEM 267.800781 1595426944.8184
MEM 267.800781 1595426944.9190
MEM 267.800781 1595426945.0201
MEM 267.800781 1595426945.1205
MEM 267.800781 1595426945.2209
MEM 267.800781 1595426945.3214
MEM 267.800781 1595426945.4221
MEM 267.800781 1595426945.5231
MEM 272.566406 1595426945.6237
MEM 272.566406 1595426945.7261
MEM 272.566406 1595426945.8266
MEM 272.566406 1595426945.9270
MEM 272.566406 1595426946.0281
MEM 272.566406 1595426946.1286
MEM 272.566406 1595426946.2289
MEM 272.566406 1595426946.3295
MEM 272.566406 1595426946.4301
MEM 272.566406 1595426946.5312
MEM 272.566406 1595426946.6318
MEM 277.398438 1595426946.7321
MEM 277.398438 1595426946.8326
MEM 277.398438 1595426946.9332
MEM 277.398438 1595426947.0343
MEM 277.398438 1595426947.1349
MEM 277.398438 1595426947.2355
MEM 277.398438 1595426947.3361
MEM 277.398438 1595426947.4364
MEM 277.398438 1595426947.5369
MEM 277.398438 1595426947.6375
MEM 277.398438 1595426947.7381
MEM 277.398438 1595426947.8387
MEM 282.164062 1595426947.9398
MEM 282.164062 1595426948.0402
MEM 282.164062 1595426948.1406
MEM 282.164062 1595426948.2411
MEM 282.164062 1595426948.3417
MEM 282.164062 1595426948.4429
MEM 282.164062 1595426948.5434
MEM 282.164062 1595426948.6440
MEM 282.164062 1595426948.7444
MEM 282.164062 1595426948.8448
MEM 282.164062 1595426948.9455
MEM 282.164062 1595426949.0461
MEM 282.164062 1595426949.1471
MEM 287.187500 1595426949.2477
MEM 287.187500 1595426949.3480
MEM 287.187500 1595426949.4485
MEM 287.187500 1595426949.5491
MEM 287.187500 1595426949.6497
MEM 287.187500 1595426949.7503
MEM 287.187500 1595426949.8509
MEM 287.187500 1595426949.9520
MEM 287.187500 1595426950.0525
MEM 287.187500 1595426950.1528
MEM 287.187500 1595426950.2534
MEM 292.019531 1595426950.3540
MEM 292.019531 1595426950.4551
MEM 292.019531 1595426950.5557
MEM 292.019531 1595426950.6560
MEM 292.019531 1595426950.7564
MEM 292.019531 1595426950.8603
MEM 292.019531 1595426950.9606
MEM 292.019531 1595426951.0612
MEM 292.019531 1595426951.1618
MEM 292.019531 1595426951.2629
MEM 292.019531 1595426951.3635
MEM 294.273438 1595426951.4655
MEM 296.785156 1595426951.5663
MEM 296.847656 1595426951.6676
MEM 296.847656 1595426951.7679
MEM 296.847656 1595426951.8685
MEM 296.847656 1595426951.9715
MEM 296.847656 1595426952.0722
MEM 296.847656 1595426952.1728
MEM 296.847656 1595426952.2734
MEM 296.847656 1595426952.3740
MEM 296.847656 1595426952.4747
MEM 296.847656 1595426952.5758
MEM 301.679688 1595426952.6762
MEM 301.679688 1595426952.7765
MEM 301.679688 1595426952.8771
MEM 301.679688 1595426952.9777
MEM 301.679688 1595426953.0788
MEM 301.679688 1595426953.1795
MEM 301.679688 1595426953.2801
