CMDLINE python3 Phase1-InitialTrain.py
MEM 1.332031 1595426157.3783
MEM 11.117188 1595426157.4788
MEM 16.398438 1595426157.5791
MEM 20.218750 1595426157.6794
MEM 28.464844 1595426157.7800
MEM 31.984375 1595426157.8805
MEM 35.925781 1595426157.9809
MEM 40.210938 1595426158.0814
MEM 45.230469 1595426158.1819
MEM 49.234375 1595426158.2823
MEM 52.992188 1595426158.3828
MEM 57.007812 1595426158.4851
MEM 59.011719 1595426158.5857
MEM 59.945312 1595426158.6863
MEM 62.804688 1595426158.7868
MEM 66.476562 1595426158.8873
MEM 70.980469 1595426158.9881
MEM 75.003906 1595426159.0887
MEM 80.597656 1595426159.1893
MEM 84.160156 1595426159.2926
MEM 88.253906 1595426159.3965
MEM 91.046875 1595426159.4971
MEM 92.894531 1595426159.5975
MEM 95.593750 1595426159.6980
MEM 113.796875 1595426159.7984
MEM 116.542969 1595426159.8988
MEM 126.386719 1595426159.9992
MEM 135.273438 1595426160.0998
MEM 135.273438 1595426160.2002
MEM 135.273438 1595426160.3006
MEM 135.273438 1595426160.4011
MEM 135.273438 1595426160.5018
MEM 135.273438 1595426160.6024
MEM 135.273438 1595426160.7030
MEM 135.273438 1595426160.8041
MEM 135.273438 1595426160.9046
MEM 135.273438 1595426161.0052
MEM 135.273438 1595426161.1060
MEM 141.468750 1595426161.2065
MEM 141.726562 1595426161.3072
MEM 141.726562 1595426161.4078
MEM 141.726562 1595426161.5081
MEM 141.726562 1595426161.6085
MEM 141.726562 1595426161.7090
MEM 141.726562 1595426161.8102
MEM 142.242188 1595426161.9108
MEM 142.242188 1595426162.0114
MEM 142.242188 1595426162.1121
MEM 142.242188 1595426162.2125
MEM 142.242188 1595426162.3128
MEM 147.265625 1595426162.4134
MEM 147.265625 1595426162.5163
MEM 147.265625 1595426162.6166
MEM 147.265625 1595426162.7172
MEM 147.265625 1595426162.8178
MEM 147.265625 1595426162.9184
MEM 147.265625 1595426163.0191
MEM 147.265625 1595426163.1201
MEM 147.265625 1595426163.2204
MEM 147.265625 1595426163.3208
MEM 147.265625 1595426163.4215
MEM 147.265625 1595426163.5221
MEM 152.289062 1595426163.6232
MEM 152.289062 1595426163.7239
MEM 152.289062 1595426163.8244
MEM 152.289062 1595426163.9251
MEM 152.289062 1595426164.0255
MEM 152.289062 1595426164.1262
MEM 152.289062 1595426164.2268
MEM 152.289062 1595426164.3275
MEM 152.289062 1595426164.4280
MEM 152.289062 1595426164.5284
MEM 152.289062 1595426164.6288
MEM 157.121094 1595426164.7294
MEM 157.121094 1595426164.8300
MEM 157.121094 1595426164.9311
MEM 157.121094 1595426165.0317
MEM 157.121094 1595426165.1323
MEM 157.121094 1595426165.2330
MEM 157.121094 1595426165.3336
MEM 157.121094 1595426165.4343
MEM 157.121094 1595426165.5348
MEM 157.121094 1595426165.6354
MEM 157.121094 1595426165.7360
MEM 157.121094 1595426165.8364
MEM 161.886719 1595426165.9368
MEM 161.886719 1595426166.0379
MEM 161.886719 1595426166.1385
MEM 161.886719 1595426166.2391
MEM 161.886719 1595426166.3397
MEM 161.886719 1595426166.4400
MEM 161.886719 1595426166.5404
MEM 161.886719 1595426166.6410
MEM 161.886719 1595426166.7421
MEM 161.886719 1595426166.8428
MEM 161.886719 1595426166.9434
MEM 166.718750 1595426167.0438
MEM 166.718750 1595426167.1442
MEM 166.718750 1595426167.2447
MEM 166.718750 1595426167.3454
MEM 166.718750 1595426167.4459
MEM 166.718750 1595426167.5466
MEM 166.718750 1595426167.6489
MEM 166.718750 1595426167.7496
MEM 166.718750 1595426167.8504
MEM 166.718750 1595426167.9514
MEM 166.718750 1595426168.0521
MEM 166.718750 1595426168.1527
MEM 171.484375 1595426168.2533
MEM 171.484375 1595426168.3539
MEM 171.484375 1595426168.4545
MEM 171.484375 1595426168.5552
MEM 171.484375 1595426168.6558
MEM 171.484375 1595426168.7561
MEM 171.484375 1595426168.8565
